drug_a_name,drug_a_rxcui,drug_b_name,drug_b_rxcui,interaction_text,severity,sources,drug_a,drug_b,description,mechanism
Warf 2 Tablet,855302,Rosloy Gold 10 Capsule,1311190,Increased bleeding risk due to additive anticoagulant effects,high,DrugBank;Clinical Studies,Warf 2 Tablet,Rosloy Gold 10 Capsule,Increased bleeding risk due to additive anticoagulant effects,clinical_evidence
Warf 2 Tablet,855302,Rozustat Gold Capsule,1311190,Increased bleeding risk due to additive anticoagulant effects,high,DrugBank;Clinical Studies,Warf 2 Tablet,Rozustat Gold Capsule,Increased bleeding risk due to additive anticoagulant effects,clinical_evidence
Warf 2 Tablet,855302,Revostat Gold 20 Capsule,1311190,Increased bleeding risk due to additive anticoagulant effects,high,DrugBank;Clinical Studies,Warf 2 Tablet,Revostat Gold 20 Capsule,Increased bleeding risk due to additive anticoagulant effects,clinical_evidence
Warf 2 Tablet,855302,Roslaren AC 75mg/10mg/75mg Capsule,,Increased bleeding risk due to additive anticoagulant effects,high,DrugBank;Clinical Studies,Warf 2 Tablet,Roslaren AC 75mg/10mg/75mg Capsule,Increased bleeding risk due to additive anticoagulant effects,clinical_evidence
Warf 2 Tablet,855302,Rosucia-Gold Capsule,1311190,Increased bleeding risk due to additive anticoagulant effects,high,DrugBank;Clinical Studies,Warf 2 Tablet,Rosucia-Gold Capsule,Increased bleeding risk due to additive anticoagulant effects,clinical_evidence
Warf 2 Tablet,855302,Turbovas Gold 10 Capsule,1311190,Increased bleeding risk due to additive anticoagulant effects,high,DrugBank;Clinical Studies,Warf 2 Tablet,Turbovas Gold 10 Capsule,Increased bleeding risk due to additive anticoagulant effects,clinical_evidence
Warf 2 Tablet,855302,Unistar Gold 10/75 Capsule,1311190,Increased bleeding risk due to additive anticoagulant effects,high,DrugBank;Clinical Studies,Warf 2 Tablet,Unistar Gold 10/75 Capsule,Increased bleeding risk due to additive anticoagulant effects,clinical_evidence
Dixin Paed Oral Solution,2667004,Amifru 40 Tablet,,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Dixin Paed Oral Solution,Amifru 40 Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Dixin Paed Oral Solution,2667004,Frusenex 100 Tablet,153001,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Dixin Paed Oral Solution,Frusenex 100 Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Dixin Paed Oral Solution,2667004,Lasilactone  50 Tablet,,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Dixin Paed Oral Solution,Lasilactone  50 Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Dixin Paed Oral Solution,2667004,Lasix Tablet,202991,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Dixin Paed Oral Solution,Lasix Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Dixin Paed Oral Solution,2667004,Lasix Injection,202991,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Dixin Paed Oral Solution,Lasix Injection,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Dixin Paed Oral Solution,2667004,Minilactone Tablet,1724822,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Dixin Paed Oral Solution,Minilactone Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Dixin Paed Oral Solution,2667004,Spiromide Tablet,,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Dixin Paed Oral Solution,Spiromide Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Lanoxin Tablet,202988,Amifru 40 Tablet,,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Lanoxin Tablet,Amifru 40 Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Lanoxin Tablet,202988,Frusenex 100 Tablet,153001,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Lanoxin Tablet,Frusenex 100 Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Lanoxin Tablet,202988,Lasilactone  50 Tablet,,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Lanoxin Tablet,Lasilactone  50 Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Lanoxin Tablet,202988,Lasix Tablet,202991,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Lanoxin Tablet,Lasix Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Lanoxin Tablet,202988,Lasix Injection,202991,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Lanoxin Tablet,Lasix Injection,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Lanoxin Tablet,202988,Minilactone Tablet,1724822,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Lanoxin Tablet,Minilactone Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Lanoxin Tablet,202988,Spiromide Tablet,,Risk of digoxin toxicity due to electrolyte imbalance,high,DrugBank;Clinical Studies,Lanoxin Tablet,Spiromide Tablet,Risk of digoxin toxicity due to electrolyte imbalance,clinical_evidence
Polycap  Capsule,897304,Acnesol CL Gel,378033,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Polycap  Capsule,Acnesol CL Gel,Increased statin levels and muscle toxicity risk,clinical_evidence
Polycap  Capsule,897304,Bioclar 250mg Tablet,2587678,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Polycap  Capsule,Bioclar 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Polycap  Capsule,897304,Claribid 250 Tablet,203576,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Polycap  Capsule,Claribid 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Polycap  Capsule,897304,Klarim 250mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Polycap  Capsule,Klarim 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Polycap  Capsule,897304,Maclar 500 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Polycap  Capsule,Maclar 500 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Polycap  Capsule,897304,Maclar 250 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Polycap  Capsule,Maclar 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Polycap  Capsule,897304,Synclar Paediatric Dry Syrup Banana,285149,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Polycap  Capsule,Synclar Paediatric Dry Syrup Banana,Increased statin levels and muscle toxicity risk,clinical_evidence
Polycap  Capsule,897304,Zoclar 500mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Polycap  Capsule,Zoclar 500mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 10 Tablet,,Acnesol CL Gel,378033,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 10 Tablet,Acnesol CL Gel,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 10 Tablet,,Bioclar 250mg Tablet,2587678,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 10 Tablet,Bioclar 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 10 Tablet,,Claribid 250 Tablet,203576,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 10 Tablet,Claribid 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 10 Tablet,,Klarim 250mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 10 Tablet,Klarim 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 10 Tablet,,Maclar 500 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 10 Tablet,Maclar 500 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 10 Tablet,,Maclar 250 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 10 Tablet,Maclar 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 10 Tablet,,Synclar Paediatric Dry Syrup Banana,285149,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 10 Tablet,Synclar Paediatric Dry Syrup Banana,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 10 Tablet,,Zoclar 500mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 10 Tablet,Zoclar 500mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 40 Tablet,,Acnesol CL Gel,378033,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 40 Tablet,Acnesol CL Gel,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 40 Tablet,,Bioclar 250mg Tablet,2587678,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 40 Tablet,Bioclar 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 40 Tablet,,Claribid 250 Tablet,203576,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 40 Tablet,Claribid 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 40 Tablet,,Klarim 250mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 40 Tablet,Klarim 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 40 Tablet,,Maclar 500 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 40 Tablet,Maclar 500 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 40 Tablet,,Maclar 250 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 40 Tablet,Maclar 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 40 Tablet,,Synclar Paediatric Dry Syrup Banana,285149,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 40 Tablet,Synclar Paediatric Dry Syrup Banana,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 40 Tablet,,Zoclar 500mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 40 Tablet,Zoclar 500mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvofix 10mg Tablet,,Acnesol CL Gel,378033,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvofix 10mg Tablet,Acnesol CL Gel,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvofix 10mg Tablet,,Bioclar 250mg Tablet,2587678,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvofix 10mg Tablet,Bioclar 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvofix 10mg Tablet,,Claribid 250 Tablet,203576,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvofix 10mg Tablet,Claribid 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvofix 10mg Tablet,,Klarim 250mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvofix 10mg Tablet,Klarim 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvofix 10mg Tablet,,Maclar 500 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvofix 10mg Tablet,Maclar 500 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvofix 10mg Tablet,,Maclar 250 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvofix 10mg Tablet,Maclar 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvofix 10mg Tablet,,Synclar Paediatric Dry Syrup Banana,285149,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvofix 10mg Tablet,Synclar Paediatric Dry Syrup Banana,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvofix 10mg Tablet,,Zoclar 500mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvofix 10mg Tablet,Zoclar 500mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simlup 20mg Tablet,,Acnesol CL Gel,378033,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simlup 20mg Tablet,Acnesol CL Gel,Increased statin levels and muscle toxicity risk,clinical_evidence
Simlup 20mg Tablet,,Bioclar 250mg Tablet,2587678,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simlup 20mg Tablet,Bioclar 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simlup 20mg Tablet,,Claribid 250 Tablet,203576,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simlup 20mg Tablet,Claribid 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simlup 20mg Tablet,,Klarim 250mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simlup 20mg Tablet,Klarim 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simlup 20mg Tablet,,Maclar 500 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simlup 20mg Tablet,Maclar 500 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simlup 20mg Tablet,,Maclar 250 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simlup 20mg Tablet,Maclar 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simlup 20mg Tablet,,Synclar Paediatric Dry Syrup Banana,285149,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simlup 20mg Tablet,Synclar Paediatric Dry Syrup Banana,Increased statin levels and muscle toxicity risk,clinical_evidence
Simlup 20mg Tablet,,Zoclar 500mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simlup 20mg Tablet,Zoclar 500mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 5 Tablet,,Acnesol CL Gel,378033,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 5 Tablet,Acnesol CL Gel,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 5 Tablet,,Bioclar 250mg Tablet,2587678,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 5 Tablet,Bioclar 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 5 Tablet,,Claribid 250 Tablet,203576,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 5 Tablet,Claribid 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 5 Tablet,,Klarim 250mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 5 Tablet,Klarim 250mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 5 Tablet,,Maclar 500 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 5 Tablet,Maclar 500 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 5 Tablet,,Maclar 250 Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 5 Tablet,Maclar 250 Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 5 Tablet,,Synclar Paediatric Dry Syrup Banana,285149,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 5 Tablet,Synclar Paediatric Dry Syrup Banana,Increased statin levels and muscle toxicity risk,clinical_evidence
Simvotin 5 Tablet,,Zoclar 500mg Tablet,,Increased statin levels and muscle toxicity risk,high,DrugBank;Clinical Studies,Simvotin 5 Tablet,Zoclar 500mg Tablet,Increased statin levels and muscle toxicity risk,clinical_evidence
